#!,Workbook:,Custom,Custom
#!,Para reproducir estos datos: abra el archivo original de Excel, haga clic en el botón *Importar archivo de datos* de la pestaña *Secuencia de datos* de la cinta de opciones y desplácese hasta este archivo.
#!,Para obtener más información, visite http://aka.ms/hackingstem/
1136.08,91.1425780000
1136.11,91.4941410000
1136.13,91.7578130000
1136.16,91.9335940000
1136.18,92.0214840000
1136.20,92.0214840000
1136.23,91.9335940000
1136.25,91.6699220000
1136.28,91.4941410000
1136.30,91.3183590000
1136.32,91.1425780000
1136.35,90.9667970000
1136.37,90.7031250000
1136.40,90.5273440000
1136.42,90.4394530000
1136.44,90.5273440000
1136.47,90.6152340000
1136.49,90.7031250000
1136.52,90.7910160000
1136.54,90.9667970000
1136.56,91.1425780000
1136.59,91.3183590000
1136.61,91.4941410000
1136.63,91.5820310000
1136.66,91.5820310000
1136.68,91.6699220000
1136.71,91.7578130000
1136.73,91.6699220000
1136.75,91.4941410000
1136.78,91.3183590000
1136.80,91.4062500000
1136.83,91.4062500000
1136.85,91.3183590000
1136.87,91.2304690000
1136.90,91.1425780000
1136.92,91.1425780000
1136.95,91.1425780000
1136.97,91.1425780000
1136.99,91.2304690000
1137.02,91.3183590000
1137.04,91.4062500000
1137.06,91.4062500000
1137.09,91.4941410000
0160000
1137.35,33.8378910000
1137.38,21.0937500000
1137.40,7.9980469000
1137.42,-4.5703125000
1137.45,-17.1386720000
1137.47,-28.6523440000
1137.50,-37.8808590000
1137.52,-44.7363280000
1137.55,-48.7792970000
1137.57,-50.1855470000
1137.60,-49.0429690000
1137.62,-45.5273440000
1137.65,-39.9023440000
1137.67,-32.5195310000
1137.70,-23.8183590000
1137.72,-14.1503910000
1137.75,-4.4824219000
1137.77,4.4824219000
1137.79,12.5683590000
1137.82,20.1269530000
1137.84,26.8066410000
1137.86,32.2558590000
1137.89,36.2988280000
1137.91,39.0234380000
1137.94,40.3417970000
1137.96,40.2539060000
1137.98,39.0234380000
1138.01,36.7382810000
1138.03,33.5742190000
1138.06,29.1796880000
1138.08,23.9941410000
1138.10,18.1933590000
1138.13,12.1289060000
1138.15,5.9765625000
1138.17,0.2636718800
1138.20,-5.0976563000
1138.22,-10.1074220000
1138.25,-14.4140630000
1138.27,-17.4902340000
1138.30,-19.2480470000
1138.32,-19.7753910000
1138.35,-18.9843750000
1138.37,-17.1386720000
1138.40,-14.3261720000
1138.42,-10.6347660000
1138.45,-6.5039063000
1138.47,-2.2851563000
1138.49,2.0214844000
1138.52,6.0644531000
1138.54,9.7558594000
1138.56,13.0078130000
1138.59,15.6445310000
1138.61,17.8417970000
1138.63,19.4238280000
1138.66,20.2148440000
1138.68,20.3027340000
1138.71,19.6875000000
1138.73,18.4570310000
1138.75,16.6992190000
1138.78,14.5898440000
1138.80,12.2167970000
1138.83,9.4921875000
1138.85,6.7675781000
1138.87,4.0429688000
1138.89,1.4062500000
1138.92,-0.9667968800
1138.94,-3.0761719000
1138.96,-4.8339844000
1138.99,-5.9765625000
1139.01,-6.6796875000
1139.04,-6.8554688000
1139.06,-6.4160156000
1139.08,-5.6250000000

1139.34,11.4257810000
1139.36,11.8652340000
1139.39,11.9531250000
1139.41,11.6894530000
1139.44,11.0742190000
1139.46,10.2832030000
1139.48,9.2285156000
1139.51,8.0859375000
1139.53,6.8554688000
1139.55,5.6250000000
1139.58,4.3945313000
1139.60,3.1640625000
1139.62,2.1093750000
1139.65,1.2304688000
1139.67,0.4394531300
1139.69,-0.0878906250
1139.71,-0.4394531300
1139.74,-0.5273437500
1139.76,-0.3515625000
1139.79,0.0878906250
1139.81,0.6152343800
1139.83,1.2304688000
1139.85,2.0214844000
1139.88,2.9003906000
1139.90,3.6914063000
1139.92,4.5703125000
1139.95,5.2734375000
1139.97,5.9765625000
1139.99,6.5039063000
1140.02,6.9433594000
1140.04,7.2949219000
1140.06,7.4707031000
1140.08,7.4707031000
1140.11,7.3828125000
1140.13,7.2070313000
1140.15,6.9433594000
1140.18,6.5917969000
1140.20,6.2402344000
1140.22,5.7128906000
1140.24,5.2734375000
1140.27,4.7460938000
1140.29,4.3066406000
1140.31,3.8671875000
1140.34,3.4277344000
1140.36,3.0761719000
1140.38,2.8125000000
1140.41,2.6367188000
1140.43,2.5488281000
1140.45,2.5488281000
1140.47,2.5488281000
1140.50,2.7246094000
1140.52,2.9003906000
1140.54,3.1640625000
1140.56,3.4277344000
1140.59,3.6914063000
1140.61,3.9550781000
1140.63,4.2187500000
1140.66,4.3945313000
1140.68,4.5703125000
1140.70,4.7460938000
1140.72,4.8339844000
1140.75,4.8339844000
1140.77,4.8339844000
1140.79,4.7460938000
1140.82,4.6582031000
1140.84,4.4824219000
1140.86,4.3945313000
1140.89,4.3066406000
1140.91,4.1308594000
1140.93,4.0429688000
1140.95,3.9550781000
1140.98,3.8671875000
1141.00,3.8671875000
1141.02,3.8671875000
1141.05,3.8671875000
1141.07,3.8671875000
1141.09,3.9550781000
8000
1141.34,4.0429688000
1141.36,4.0429688000
1141.39,4.0429688000
1141.41,4.0429688000
1141.43,4.0429688000
1141.46,4.0429688000
