#!,Workbook:,Custom,Custom
#!,Para reproducir estos datos: abra el archivo original de Excel, haga clic en el botón *Importar archivo de datos* de la pestaña *Secuencia de datos* de la cinta de opciones y desplácese hasta este archivo.
#!,Para obtener más información, visite http://aka.ms/hackingstem/
291.6010131835,94.3066406250
291.6040039062,94.3066406250
291.6080017089,94.2187500000
291.6109924316,94.2187500000
291.6149902343,94.3066406250
291.6189880371,94.2187500000
291.6220092773,94.3066406250
291.6270141601,94.3066406250
291.6300048828,94.3066406250
291.6340026855,94.3066406250
291.6380004882,94.3066406250
291.6409912109,94.3066406250
291.6449890136,94.3066406250
291.6480102539,94.3066406250
291.6520080566,94.3066406250
291.6549987792,94.3066406250
291.6589965820,94.3066406250
291.6629943847,94.3066406250
291.6659851074,94.3066406250
291.6709899902,94.3066406250
291.6740112304,94.3066406250
291.6780090332,94.3066406250
291.6820068359,94.3066406250
291.6849975585,94.3066406250
291.6889953613,94.3066406250
291.6919860839,94.3066406250
291.6960144042,94.3066406250
291.7000122070,94.3066406250
291.7030029296,94.2187500000
291.7070007324,94.2187500000
291.7099914550,94.3066406250
291.7149963378,94.3066406250
291.7179870605,94.3066406250
291.7219848632,94.3066406250
291.7260131835,94.3066406250
291.7290039062,94.3066406250
291.7330017089,94.3066406250
291.7359924316,94.3066406250
291.7399902343,94.3066406250
291.7439880371,94.3066406250
291.7470092773,94.3066406250
291.7510070800,94.3066406250
291.7550048828,94.3066406250
291.7590026855,94.3066406250
291.7630004882,94.3066406250
291.7659912109,94.3066406250
291.7699890136,94.3066406250
291.7730102539,94.3066406250
291.7770080566,94.3066406250
291.7799987792,94.3066406250
291.7839965820,94.3066406250
291.7879943847,94.3066406250
291.7909851074,94.3066406250
291.7950134277,94.3066406250
291.7990112304,94.3945312500
291.8030090332,94.3945312500
291.8070068359,94.3945312500
291.8099975585,94.3945312500
291.8139953613,94.3945312500
291.8169860839,94.4824218750
291.8210144042,94.4824218750
291.8250122070,94.4824218750
291.8280029296,94.4824218750
291.8320007324,94.4824218750
291.8349914550,94.4824218750
291.8399963378,94.5703125000
291.8439941406,94.5703125000
291.8469848632,94.5703125000
291.8510131835,94.5703125000
291.8540039062,94.5703125000
291.8580017089,94.5703125000
291.8619995117,94.5703125000
291.8649902343,94.5703125000
291.8689880371,94.5703125000
291.8720092773,94.5703125000
291.8760070800,94.5703125000
291.8789978027,94.5703125000
291.8840026855,94.5703125000
291.8880004882,94.5703125000
291.8909912109,94.5703125000
291.8949890136,94.5703125000
291.8980102539,94.5703125000
291.9020080566,94.5703125000
291.9049987792,94.5703125000
291.9089965820,94.5703125000
291.9129943847,94.5703125000
291.9159851074,94.5703125000
291.9200134277,94.5703125000
291.9230041503,94.5703125000
291.9280090332,94.5703125000
291.9320068359,94.5703125000
291.9349975585,94.5703125000
291.9389953613,94.5703125000
291.9419860839,94.5703125000
291.9460144042,94.4824218750
291.9490051269,94.4824218750
291.9530029296,94.4824218750
291.9570007324,94.4824218750
291.9599914550,94.4824218750
291.9639892578,94.4824218750
291.9679870605,94.3945312500
291.9719848632,94.3945312500
291.9760131835,94.3945312500
291.9790039062,94.3945312500
291.9830017089,94.3945312500
291.9859924316,94.3945312500
291.9899902343,94.3945312500
291.9939880371,94.3945312500
291.9970092773,94.3945312500
292.0010070800,94.3945312500
292.0039978027,94.3945312500
292.0079956054,94.3945312500
292.0130004882,94.3945312500
292.0159912109,94.3945312500
292.0199890136,94.4824218750
292.0230102539,94.4824218750
292.0270080566,94.4824218750
292.0299987792,94.4824218750
292.0339965820,94.4824218750
292.0379943847,94.4824218750
292.0409851074,94.4824218750
292.0450134277,94.4824218750
292.0480041503,94.4824218750
292.0520019531,94.4824218750
292.0570068359,94.4824218750
292.0599975585,94.4824218750
292.0639953613,94.4824218750
292.0669860839,94.4824218750
292.0710144042,94.4824218750
292.0750122070,94.4824218750
292.0780029296,94.4824218750
292.0820007324,94.4824218750
292.0849914550,94.4824218750
292.0889892578,94.4824218750
292.0929870605,94.4824218750
292.0969848632,94.4824218750
292.1010131835,94.4824218750
292.1040039062,94.4824218750
292.1080017089,94.4824218750
292.1119995117,94.4824218750
292.1149902343,94.4824218750
